pathway,pathway_neat,gene
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,MT-ND6
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFA1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFA10
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFA11
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFA12
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFA13
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFA2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFA3
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFA4
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFA5
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFA6
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFA7
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFA8
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFA9
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFAB1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFAF1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFAF2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFAF3
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFAF4
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFAF5
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFAF6
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFAF7
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFB1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFB10
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFB11
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFB2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFB3
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFB4
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFB5
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFB6
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFB7
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFB8
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFB9
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFC1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFC2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFS1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFS2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFS3
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFS4
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFS5
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFS6
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFS7
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFS8
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFV1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFV2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NDUFV3
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,NUBPL
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,SCO1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,SCO2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,SDHA
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,SDHB
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,SDHC
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,SDHD
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,SURF1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,TACO1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,TIMMDC1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,TMEM126B
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,TMEM186
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,TRAP1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,UQCR10
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,UQCR11
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,UQCRB
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,UQCRC1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,UQCRC2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,UQCRFS1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,UQCRH
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,,UQCRQ
REACTOME_TP53_REGULATES_METABOLIC_GENES,,AGO1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,AGO2
REACTOME_TP53_REGULATES_METABOLIC_GENES,,AGO3
REACTOME_TP53_REGULATES_METABOLIC_GENES,,AGO4
REACTOME_TP53_REGULATES_METABOLIC_GENES,,AKT1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,AKT2
REACTOME_TP53_REGULATES_METABOLIC_GENES,,AKT3
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX11
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX14
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX16
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX18
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX19
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX20
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX4I1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX5A
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX5B
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX6A1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX6B1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX6C
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX7A2L
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX7B
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX7C
REACTOME_TP53_REGULATES_METABOLIC_GENES,,COX8A
REACTOME_TP53_REGULATES_METABOLIC_GENES,,CYCS
REACTOME_TP53_REGULATES_METABOLIC_GENES,,DDIT4
REACTOME_TP53_REGULATES_METABOLIC_GENES,,G6PD
REACTOME_TP53_REGULATES_METABOLIC_GENES,,GLS
REACTOME_TP53_REGULATES_METABOLIC_GENES,,GLS2
REACTOME_TP53_REGULATES_METABOLIC_GENES,,GPI
REACTOME_TP53_REGULATES_METABOLIC_GENES,,GPX2
REACTOME_TP53_REGULATES_METABOLIC_GENES,,GSR
REACTOME_TP53_REGULATES_METABOLIC_GENES,,LAMTOR1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,LAMTOR2
REACTOME_TP53_REGULATES_METABOLIC_GENES,,LAMTOR3
REACTOME_TP53_REGULATES_METABOLIC_GENES,,LAMTOR4
REACTOME_TP53_REGULATES_METABOLIC_GENES,,LAMTOR5
REACTOME_TP53_REGULATES_METABOLIC_GENES,,LRPPRC
REACTOME_TP53_REGULATES_METABOLIC_GENES,,MLST8
REACTOME_TP53_REGULATES_METABOLIC_GENES,,MOV10
REACTOME_TP53_REGULATES_METABOLIC_GENES,,MT-CO1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,MT-CO2
REACTOME_TP53_REGULATES_METABOLIC_GENES,,MT-CO3
REACTOME_TP53_REGULATES_METABOLIC_GENES,,MTOR
REACTOME_TP53_REGULATES_METABOLIC_GENES,,NDUFA4
REACTOME_TP53_REGULATES_METABOLIC_GENES,,PRDX1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,PRDX2
REACTOME_TP53_REGULATES_METABOLIC_GENES,,PRDX5
REACTOME_TP53_REGULATES_METABOLIC_GENES,,PRKAA1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,PRKAA2
REACTOME_TP53_REGULATES_METABOLIC_GENES,,PRKAB1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,PRKAB2
REACTOME_TP53_REGULATES_METABOLIC_GENES,,PRKAG1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,PRKAG2
REACTOME_TP53_REGULATES_METABOLIC_GENES,,PRKAG3
REACTOME_TP53_REGULATES_METABOLIC_GENES,,PTEN
REACTOME_TP53_REGULATES_METABOLIC_GENES,,RHEB
REACTOME_TP53_REGULATES_METABOLIC_GENES,,RPTOR
REACTOME_TP53_REGULATES_METABOLIC_GENES,,RRAGA
REACTOME_TP53_REGULATES_METABOLIC_GENES,,RRAGB
REACTOME_TP53_REGULATES_METABOLIC_GENES,,RRAGC
REACTOME_TP53_REGULATES_METABOLIC_GENES,,RRAGD
REACTOME_TP53_REGULATES_METABOLIC_GENES,,RRM2B
REACTOME_TP53_REGULATES_METABOLIC_GENES,,SCO1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,SCO2
REACTOME_TP53_REGULATES_METABOLIC_GENES,,SESN1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,SESN2
REACTOME_TP53_REGULATES_METABOLIC_GENES,,SESN3
REACTOME_TP53_REGULATES_METABOLIC_GENES,,SFN
REACTOME_TP53_REGULATES_METABOLIC_GENES,,SLC38A9
REACTOME_TP53_REGULATES_METABOLIC_GENES,,SURF1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,TACO1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,TIGAR
REACTOME_TP53_REGULATES_METABOLIC_GENES,,TNRC6A
REACTOME_TP53_REGULATES_METABOLIC_GENES,,TNRC6B
REACTOME_TP53_REGULATES_METABOLIC_GENES,,TNRC6C
REACTOME_TP53_REGULATES_METABOLIC_GENES,,TP53
REACTOME_TP53_REGULATES_METABOLIC_GENES,,TP63
REACTOME_TP53_REGULATES_METABOLIC_GENES,,TSC1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,TSC2
REACTOME_TP53_REGULATES_METABOLIC_GENES,,TXN
REACTOME_TP53_REGULATES_METABOLIC_GENES,,TXNRD1
REACTOME_TP53_REGULATES_METABOLIC_GENES,,YWHAB
REACTOME_TP53_REGULATES_METABOLIC_GENES,,YWHAE
REACTOME_TP53_REGULATES_METABOLIC_GENES,,YWHAG
REACTOME_TP53_REGULATES_METABOLIC_GENES,,YWHAH
REACTOME_TP53_REGULATES_METABOLIC_GENES,,YWHAQ
REACTOME_TP53_REGULATES_METABOLIC_GENES,,YWHAZ
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,ABCE1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,ADAR
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,BST2
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,EGR1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,GBP2
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,HLA-A
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,HLA-B
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,HLA-C
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,HLA-E
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,HLA-F
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,HLA-G
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,HLA-H
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFI27
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFI35
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFI6
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFIT1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFIT2
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFIT3
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFIT5
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFITM1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFITM2
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFITM3
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNA1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNA10
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNA13
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNA14
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNA16
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNA17
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNA2
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNA21
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNA4
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNA5
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNA6
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNA7
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNA8
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNAR1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNAR2
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IFNB1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IP6K2
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IRF1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IRF2
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IRF3
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IRF4
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IRF5
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IRF6
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IRF7
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IRF8
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,IRF9
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,ISG15
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,ISG20
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,JAK1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,MX1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,MX2
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,OAS1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,OAS2
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,OAS3
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,OASL
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,PSMB8
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,PTPN1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,PTPN11
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,PTPN6
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,RNASEL
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,RSAD2
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,SAMHD1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,SOCS1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,SOCS3
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,STAT1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,STAT2
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,TYK2
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,USP18
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,XAF1
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,B2M
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,BCAP31
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,CALR
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,CANX
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,ERAP1
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,ERAP2
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,HLA-A
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,HLA-B
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,HLA-C
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,HLA-E
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,HLA-F
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,HLA-G
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,HSPA5
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,PDIA3
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,SAR1B
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,SEC13
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,SEC23A
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,SEC24A
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,SEC24B
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,SEC24C
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,SEC24D
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,SEC31A
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,TAP1
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,TAP2
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,TAPBP
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,AAAS
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,ABCE1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,ABL2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,ADAM17
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,ADAR
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,AGER
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,AIP
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,AKT1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,AKT2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,AKT3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,ALOX15
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,ALOX5
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,ANXA1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,ANXA2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,APP
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,ARF1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,ARIH1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,ATF1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,ATF2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,B2M
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,BATF
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,BCL2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,BCL2L1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,BCL2L11
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,BCL6
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,BIRC2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,BIRC3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,BIRC5
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,BLNK
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,BOLA2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,BOLA2B
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,BRWD1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,BST2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,BTRC
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CA1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CAMK2A
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CAMK2B
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CAMK2D
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CAMK2G
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CANX
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CAPZA1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CASP1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CASP3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CBL
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CCL11
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CCL19
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CCL2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CCL20
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CCL22
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CCL3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CCL3L1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CCL3L3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CCL4
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CCL5
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CCND1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CCR1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CCR2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CCR5
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CD27
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CD36
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CD4
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CD40
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CD40LG
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CD44
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CD70
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CD80
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CD86
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CDC42
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CDKN1A
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CDKN1B
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CEBPD
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CFL1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CHUK
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CIITA
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CISH
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CLCF1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CNN2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CNTF
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CNTFR
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,COL1A2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CREB1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CRK
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CRKL
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CRLF1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CRLF2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CSF1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CSF1R
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CSF2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CSF2RA
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CSF2RB
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CSF3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,CSF3R
